ID,Inventor,Recency,Frequency,Monetary
17102,李贤寿,1225,1,0.3532792520233754
17103,杜勃勃,1092,2,0.44718278463557704
17104,杨杰,1690,4,0.5718457394662475
17105,杨清海,150,2,0.4765511155042082
17106,杨福刚,973,1,0.8412267353277091
17107,杨钦涌,1715,1,0.33536238559756143
17108,杨顺昆,1281,2,0.3981865821321145
17109,杰斯帕·弗林特·克里斯蒂安森,1869,1,0.3536556385304281
17110,林峻弘,2037,1,0.3291164981161642
17111,柏仓俊树,63,5,0.41305718567746796
17112,柳泽健太,1389,1,0.34944255124000345
17113,柴艺,1526,1,0.3674732568490832
17114,栗培龙,507,1,0.31906541124054816
17115,梁大伟,367,4,0.44077383893556443
17116,梶原晋吾,1291,2,0.37025287229938925
17117,森田伸义,1424,2,0.38443553432915223
17118,殷佳豪,595,2,0.35710314174303504
17119,殷国栋,59,20,0.43480026140980027
17120,毛杜立,525,1,0.8449274139342231
17121,江智浩,990,1,0.36269585625363043
17122,江留胜,458,1,0.32769476249121693
17123,池田桂,147,1,0.4630846297091934
17124,沈拓,1624,1,0.32142340630047395
17125,河内尚,1333,2,0.6575789657686769
17126,浦城健司,1123,1,0.3184657086797156
17127,潘明霞,1848,1,0.35053601259113765
17128,潘杰,1386,1,0.4133170621649496
17129,濱口謙一,1211,1,0.43577823516968583
17130,焦剑波,1750,1,0.46026065329599297
17131,熊焕,658,1,0.3868488942874937
17132,王亚,168,2,0.8228780415954048
17133,王冬靓,2495,1,0.46678399529977826
17134,王剑波,59,2,0.7532664809287646
17135,王务仑,700,1,0.7313281425798335
17136,王嘉晨,2128,1,0.3950201351427066
17137,王小宇,556,1,0.6227810684336601
17138,王帅宇,913,1,0.3744526152551871
17139,王新晴,1414,1,0.4547930526470194
17140,王曼,136,1,0.33531684638128606
17141,王沛,980,1,0.31571708477312255
17142,王炫中,493,1,0.7475423238661884
17143,王笛,325,1,0.3469475760685105
17144,王若琪,1340,1,0.46278666634864096
17145,王菡子,1680,2,0.49213321266727406
17146,王让,119,1,0.579257214250916
17147,王远鹏,493,1,0.3242683598690141
17148,王静怡,535,1,0.3520131255765288
17149,瑞安·摩尔·加洛韦,693,2,0.4473203638596996
17150,田中伸太郎,1032,1,0.8276596117889905
17151,田国花,581,1,0.4826274014191374
17152,田跃龙,129,1,0.3860836487129274
17153,申钟勳,1848,1,0.7809457668718034
17154,町田贵志,322,1,0.3689579937719957
17155,白瑜亮,112,1,0.5475022886989951
17156,白雪明,381,3,0.3538681614889727
17157,石浩,301,1,0.404400009422253
17158,祝贺,224,5,0.3909580024246366
17159,秋山悠基,1953,1,0.33153143850529737
17160,程治文,542,2,0.5112148661016902
17161,程泊静,1438,6,0.4446454897225209
17162,程茂凯,637,1,0.31442170315333495
17163,竹田新,1008,1,0.9259111512896525
17164,符颖,857,1,0.37085720647520765
17165,罗小雄,140,1,0.73682253442888
17166,罗昂,108,1,0.3498863839833642
17167,聂玲,2627,3,0.3214350166940149
17168,胡伯良,1337,1,0.3226429745292254
17169,胡安辉,416,4,0.48308257704332247
17170,胡广江,164,1,0.659520126657626
17171,胡建芳,1029,1,0.40477133332490195
17172,胡玥,668,1,0.38980379611438754
17173,胡立伟,1704,1,0.38576045203349013
17174,舒伟,493,2,0.3422842969317824
17175,艾米丽·M·弗莱厄蒂-伍兹,1718,1,0.33792902317418194
17176,苏农,1834,1,0.5728313318515599
17177,苏国威,308,1,0.34055761646299604
17178,范知名,661,1,0.6641899590065355
17179,董文龙,1309,2,0.46729640266455386
17180,董智超,175,1,0.33672121424292045
17181,蒋志文,1414,1,0.3779113890411122
17182,蒋思凡,353,1,0.3195314871238448
17183,蒋政治,1449,1,0.934122340943422
17184,薛方正,1956,1,0.4019276610136967
17185,裴仁静,1064,2,0.3377382469193222
17186,解梅,3516,1,0.36086457144786005
17187,让-弗朗西斯.苏仁,1088,1,0.4040418202121565
17188,许骞艺,2135,1,0.40918960340244626
17189,谢涵,35,1,0.3996221090344513
17190,谢钢,297,1,0.43692982207227854
17191,谭一轩,1879,1,0.6534149460068448
17192,谭智慧,280,1,0.8355278599020514
17193,赤塚康佑,630,1,0.3403169297278584
17194,赵代红,2173,1,0.4788789027965041
17195,赵可为,395,2,0.619138546220976
17196,赵媛,787,1,0.6255332842428997
17197,赵安平,2502,2,0.6041430059696133
17198,赵怀慈,290,1,0.35598817809711775
17199,赵成祥,185,1,0.43567886304902026
17200,赵昕海,906,1,0.39003306986570224
17201,赵翔,329,2,0.5770389870683831
17202,赵金辉,1508,2,0.4568573106139742
17203,赵锦龙,1855,1,0.3306650320133875
17204,赵阳,525,4,0.5271731625592595
17205,辜林风,59,2,0.4594983634861079
17206,辻完太,1291,7,0.4130664249339639
17207,邓鹏,255,1,0.5505102168446604
17208,邢珺,787,1,0.45906241135891557
17209,郑侃,731,1,0.5
17210,郑鑫明,287,1,0.33980054438268403
17211,郝云龙,2086,1,0.32263149513483763
17212,郝立志,1092,1,0.5111774863146631
17213,郭春平,857,1,0.986594623375333
17214,郭碧濤,573,1,0.33034557430519584
17215,野尻祥太,94,3,0.4966603347834984
17216,金泽圣悟,308,1,0.5
17217,钟凌波,1011,1,0.32524964876989576
17218,钟汉文,658,1,0.35408879173947394
17219,陆炜斌,836,2,0.6452120271894282
17220,陆由付,626,1,0.8299063627258256
17221,陈之朴,829,1,0.8553885756041961
17222,陈冬,1540,5,0.5191388547057791
17223,陈勇华,280,1,0.3203057539486139
17224,陈垣毅,500,1,0.32066434276072175
17225,陈峙良,822,2,0.4245584773718657
17226,陈晓东,5721,2,0.5325898588820042
17227,陈正强,49,3,0.4065398354285019
17228,陈泓锦,353,1,0.35649126533282316
17229,陈波,185,9,0.387142088710383
17230,陈清华,1522,2,0.4594428128331137
17231,陈珂,290,2,0.7068389777944535
17232,陈琛,308,2,0.3633658521251141
17233,陈福豪,728,1,0.5185391764484856
17234,陈秀云,4874,1,0.468393667186935
17235,陈秉树,1841,1,0.5086336074498389
17236,陈超英,941,3,0.34175581467977395
17237,陈香雷,1144,1,0.32376367305624254
17238,陈鹏,210,3,0.4383791766834983
17239,陶宝泉,1337,1,0.9915680080655
17240,陶章成,308,1,0.8553296940847526
17241,雅各布斯·谢尔,794,1,0.9044729209285725
17242,青木健一郎,1729,1,0.352875266860654
17243,顾乐妍,770,1,0.3866875477621076
17244,颜培清,297,2,0.47839366404715733
17245,颜番,136,1,0.34990778251087856
17246,饶货宝,668,1,0.3675385335653047
17247,马修泉,1932,1,0.41265312680741395
17248,马国强,1400,1,0.40188318592167654
17249,马晋兴,304,1,0.3510253255769577
17250,马里奥·帕尼西亚,532,2,0.3665881251737773
17251,骆侯吉,199,1,0.4633565306358419
17252,高源,31,3,0.35041321075463916
17253,高艳云,2543,1,0.33912429145236617
17254,魏志文,1249,1,0.332806797699432
17255,鲜睿,133,4,0.34993710354300556
17256,黄世泽,1435,1,0.3624456594964495
17257,黄嘉桐,231,2,0.6716445962967357
17258,黄安,553,2,0.6575107364640499
17259,黄晋,196,14,0.4698935274011335
17260,龙鹏宇,168,3,0.5318242453421504
17261,S·斯普林加特,157,1,0.655038550474234
17262,S·沃查,101,1,0.8198264423117305
17263,S·里克特,819,1,0.6645012786883563
17264,S·阿莱托,1851,1,0.9730444414145264
17265,S·麦克马努斯,350,2,0.3702812729643328
17266,Y.埃谢特,637,1,0.33657174238280124
17267,丁刚,1253,1,0.6125923843746627
17268,万婧,101,1,0.4802901026924276
17269,万应兵,521,1,0.7401754620118909
17270,久保田敦,364,1,0.9219646485346548
17271,于乾坤,101,2,0.44862972316572225
17272,付家为,1561,1,0.4967187291249722
17273,佐佐本学,707,1,0.3762872804975908
17274,何晓汉,563,1,0.3409817742097932
17275,何耀锋,133,2,0.6533960153178483
17276,侯 羅傑 林,193,1,0.7665079027997883
17277,侯志鹏,1442,1,0.3074782519617125
17278,侯献军,864,1,0.4366833944386679
17279,克里斯托弗·马尔科姆·钱伯斯,616,1,0.3509719867982314
17280,冒周斌,609,2,0.35348710757614915
17281,冷炘伦,147,3,0.5209581148771312
17282,凌峰,994,1,0.34815048143219274
17283,刘冬,1022,1,0.7755309807828747
17284,刘婧,98,1,0.4304776531564037
17285,刘小明,2254,1,0.5904659421813233
17286,刘峡壁,1218,2,0.36619439876389076
17287,刘振勇,1316,4,0.3300940000678265
17288,刘明昱,2051,1,0.6704716217733294
17289,刘晓阳,1729,2,0.42894054007898963
17290,刘长红,189,1,0.344440694417513
17291,刘鹤云,798,4,0.4721221282238211
17292,劉哲,527,1,0.32105174978876655
17293,劳伦特·布齐热,1050,1,0.36482212266795677
17294,史勤刚,1841,1,0.44925623404413834
17295,史彦丽,668,1,0.7338500336290911
17296,叶文,31,3,0.43994627867262454
17297,吴乐超,262,3,0.36559228341307554
17298,吴刚,2096,1,0.3097856312905862
17299,吴远伟,1571,2,0.4681391029948285
17300,吴雷,651,2,0.3529409210308595
17301,周倬丞,199,1,0.6406420474170508
17302,周思雨,486,4,0.5471143162243378
17303,周永明,1396,1,0.35931497731400114
17304,周睿婷,168,1,0.354852267174726
17305,周训郐,2289,1,0.35850033713423723
17306,周连科,1785,1,0.31808669179406757
17307,唐阳山,1564,1,0.3523830660499784
17308,塞巴斯蒂安·泽贝格尔,388,1,0.44480847899055465
17309,天瑞亨,388,1,0.3431857337092408
17310,姚聪,66,2,0.3724314286075724
17311,姜兴,1918,2,0.4157285448331766
17312,姜鹏飞,87,7,0.5219052828762896
17313,孙成帅,1452,3,0.4392379498315074
17314,孙政浩,63,3,0.5982146500657316
17315,孙牵宇,1998,2,0.358490399230436
17316,孙进,833,1,0.3839013295974768
17317,孙连明,556,1,0.3601322598625705
17318,安鑫,199,2,0.6032772137332665
17319,宋旻俊,770,1,0.4528851091116133
17320,小畑诚司,192,1,0.35267395147777497
17321,尚钰泽,273,1,0.6754578028484964
17322,尧毅,1641,1,0.7946395590715414
17323,崔荣日,791,2,0.6873860951202517
17324,布拉德洛·C·李兹,4643,1,0.5629955276400973
17325,康旺,1589,2,0.6377898180337469
17326,张兆瑞,301,2,0.7358350921522248
17327,张冠宇,45,1,0.9839814986925765
17328,张博深,1141,1,0.34859256064588123
17329,张卫山,1855,1,0.36633209546156764
17330,张国斌,318,2,0.7905887391988875
17331,张大凯,392,1,0.32326494203991546
17332,张晓璐,220,3,0.4875436953883286
17333,张晓超,1400,2,0.3445946937054123
17334,张欣,150,3,0.39852561073558984
17335,张永军,122,1,0.3418843335072872
17336,张海,1130,4,0.33824838825972237
17337,张顺发,1855,2,0.4773191990631024
17338,张高华,616,1,0.41765222151113435
17339,张鹏越,693,1,0.3541254692507697
17340,张鹏遥,756,1,0.3967289271374889
17341,强保华,626,1,0.3233994940152886
17342,徐　勇偉,1715,1,0.35945269139840197
17343,徐华,308,1,0.6131896941512648
17344,徐嘉荫,3313,1,0.5908370896385912
17345,徐晖,1113,5,0.49454529269584546
17346,徐梓峰,21,1,0.7875484607006668
17347,徐金来,1967,1,0.5003913703045404
17348,徳永智哉,570,1,0.3811933344160508
17349,戴观祺,574,1,0.5
17350,房策,752,1,0.31517510121964326
17351,斋藤祯,553,2,0.3456845214511093
17352,斯蒂芬·C·克劳奇,360,4,0.4592119315604668
17353,方毅杰,493,1,0.3436130942939992
17354,施永浩,857,1,0.46902844426780593
17355,曹巨辉,1358,2,0.6006063930016123
17356,曹秀华,1085,1,0.8588557606844437
17357,曾庆喜,2254,4,0.5562979712802896
17358,朱丰,724,1,0.4041751467884007
17359,朱建超,1687,1,0.40955302949448696
17360,朱晓军,119,1,0.3958571810448605
17361,朱煜,56,1,0.3300269236786132
17362,朱红杰,745,1,0.3275591503744399
17363,李元杰,836,1,0.3218369181639903
17364,李同祥,1221,1,0.7956662256541778
17365,李子喜,878,4,0.6732465246883992
17366,李宜珂,2380,1,0.4013788939268068
17367,李巍,220,5,0.4988172826005438
17368,李建磊,1242,1,0.3497186235394793
17369,李建魁,304,1,0.35030075932270527
17370,李松明,451,1,0.7152240160689984
17371,李海峰,416,11,0.4856453003160178
17372,李辰政,976,1,0.42567228817441216
17373,李道铁,2149,2,0.6633826060975239
17374,杜德慧,595,2,0.537240386081679
17375,杜锦根,476,1,0.3494402562821887
17376,杨一琴,493,1,0.49543321337253104
17377,杨佳林,1207,1,0.4090539489528511
17378,杨昆,122,4,0.5216958321335327
17379,杨杰超,175,2,0.8207257850800063
17380,杨波,94,8,0.42494948842897545
17381,杨现颐,416,1,0.3990447122460742
17382,松本匡史,1151,1,0.3578898363039797
17383,林万才,500,2,0.34638412378935635
17384,林国贤,570,1,0.46879763746667064
17385,林昱川,234,1,0.3587337604572535
17386,林景栋,178,4,0.4244559058666916
17387,柯炜,297,1,0.39055035598261756
17388,柯玉超,1354,1,0.4966975044848799
17389,柴亚捷,637,1,0.31549051683434237
17390,栗山哲,1953,2,0.5167179560846942
17391,桑梓賢,938,1,0.3496137902457172
17392,梁敬府,28,3,0.33909680493694655
17393,梅耶·亚隆,7520,1,0.41344668773890114
17394,樊金山,346,1,0.37618424656377525
17395,欧伟贤,210,1,0.32313108214198233
17396,武艳,248,1,0.5604020713636513
17397,段立,63,1,0.6447289175036078
17398,段雄,889,5,0.4983059934190693
17399,毛权东,1169,2,0.4204573867392204
17400,江小昆,94,1,0.6793214585339484
17401,江海清,1057,2,0.3408129710984925
17402,汤胤,598,1,0.32921266613500527
17403,汪爱明,1249,1,0.33271323172696304
17404,沈江,1708,1,0.3168614534956094
17405,沈鹏,353,2,0.4817993143724821
17406,泰勒·霍利,189,1,0.4594780759840992
17407,泽田博树,1802,2,0.8444303802905793
17408,熊晖,87,1,0.37372270393104
17409,王培培,490,1,0.8847615254771279
17410,王德雄,325,1,0.3270127353875855
17411,王德龙,528,1,0.3377109710239963
17412,王志勇,2184,1,0.332915328141747
17413,王恒山,10943,1,0.7702201632394114
17414,王晓铭,980,1,0.3410723712351882
17415,王海平,493,2,0.5193747233393808
17416,王燕舞,861,1,0.5
17417,王祥辉,1722,1,0.3169959003369258
17418,王继红,297,1,0.3780355355394391
17419,瓦莱里·恩格尔,654,1,0.3294102137850518
17420,田生明,493,1,0.8322289823439095
17421,申光根,1641,2,0.3555391138419892
17422,石晓伟,1074,1,0.3174521497631284
17423,种村和幸,1477,1,0.48683785639102184
17424,秦玉森,2348,1,0.5489650506597467
17425,程娟,1459,1,0.3679610278665624
17426,程晓强,252,2,0.44285776192203086
17427,程海东,199,6,0.39134500490409874
17428,章鹏程,581,2,0.44077810655815763
17429,索斯藤·芬克,2432,1,0.6685019054689533
17430,约拉姆·斯特廷尔,1225,4,0.5216933931430937
17431,约瑟夫·J·罗伯蒂,1361,1,0.5066021342574216
17432,罗壮,605,5,0.49609127430461564
17433,罗智泉,784,2,0.34685588410560736
17434,罗浩轩,140,2,0.36031469315040776
17435,聂小春,654,4,0.40151750357632965
17436,肖建,878,1,0.7066028395222538
17437,肖艳秋,234,1,0.3345669906492373
17438,胡宇辉,1823,1,0.3963600821210774
17439,胡束芒,402,2,0.37620863346043387
17440,胡艳青,297,1,0.3781806516223677
17441,胡驰昊,549,1,0.6167828606887943
17442,苏上超,35,1,0.4433856465687313
17443,范志容,864,5,0.4683666607907216
17444,萨姆·安斯沃思,1778,1,0.6768232974552619
17445,葛鑫,822,1,0.43422491217735487
17446,董忠辉,38,2,0.4653280874784109
17447,董振江,147,1,0.7980096776808088
17448,蔡捷,2816,1,0.5833100682856875
17449,蔡璟,1785,3,0.8483225561276343
17450,薮下弘树,1036,4,0.4974100183083459
17451,谢双飞,31,1,0.35485234964972945
17452,谢敏,2341,3,0.44947930133997116
17453,贺悦茂,1424,1,0.42068131452554974
17454,贾海涛,679,2,0.3839999166484963
17455,赵晓健,339,4,0.4356823528316559
17456,赵盼,1267,1,0.48439475521168723
17457,赵龙刚,311,1,0.34630990545232604
17458,车少帅,2243,1,0.9593919488523359
17459,迈克尔·阿瓦德·阿拉,1050,1,0.32783541482392664
17460,邓志东,637,2,0.5758540412619488
17461,邬松渊,682,2,0.38303608078488105
17462,邱鹏,297,1,0.5
17463,邵杰,199,2,0.5205763033151602
17464,邵泽华,1963,3,0.34309248114057045
17465,郑义昌,269,2,0.4043865164191105
17466,郑潮雄,1193,1,0.9541261931984331
17467,钟凯强,798,1,0.339170409215893
17468,钟星,31,1,0.6397075700258381
17469,闫硕,588,2,0.6156982572900307
17470,阿拉坦套力古拉,91,3,0.5472422229119991
17471,阿莫斯·西罗尼,1263,1,0.32610822515294186
17472,陈小波,1424,3,0.37005198982011045
17473,陈昆盛,444,1,0.36426981864454117
17474,陈春阳,2502,1,0.9236445505998101
17475,陈玲玲,651,1,0.3868099886406424
17476,陈翔,227,9,0.45791866861418995
17477,陈钰,1218,1,0.3431887843394885
17478,韩智强,875,1,0.4410276687195997
17479,韩枫慧,2522,1,0.3289839768819784
17480,韩瑟气,735,1,0.4690769572109225
17481,颜林,276,1,0.3980037214365554
17482,饶良武,325,1,0.3360801643785629
17483,马力,199,2,0.5312582797274759
17484,马哈茂德·加纳姆,259,2,0.7125948474891223
17485,马晓刚,539,1,0.43486491084234324
17486,马迪,294,1,0.32544505134241153
17487,骆科华,371,2,0.42751356487384984
17488,高忠青,3054,1,0.33563516837030644
17489,鲁丁,1795,1,0.30749301155618086
17490,鲍元飞,171,1,0.4560186946746258
17491,黄敏艳,2163,2,0.3627963157284253
17492,黄灏然,469,1,0.3663111718294124
17493,黄禹尧,1771,1,0.6872913237347814
17494,黄茂,332,3,0.44367566476891085
17495,黎万洪,332,5,0.40400063735377445
17496,龚林军,619,1,0.3486464583316114
17497,龚石,388,1,0.3243085984275073
17498,S·戴维松,1323,2,0.528316172515557
17499,T·A·伊斯伯格,367,1,0.5349502469695918
17500,T·J·豪,693,1,0.3274127034993155
17501,W·A·甘地,1494,1,0.36276244128500773
17502,丁光耀,56,1,0.33760458404346017
17503,丁建鹏,10,1,0.9673580425140633
17504,上野雄锐,507,2,0.6569147552888146
17505,严林寿,1753,1,0.8257129863610243
17506,中村亮太,434,24,0.4526199313325787
17507,丸茂宏贵,434,1,0.3460017438706522
17508,丹尼尔·A·马克莱德,2166,1,0.9333949153905053
17509,于天河,1228,2,0.36351154446129863
17510,仓田史,2753,1,0.42771978066704974
17511,付颖,1015,1,0.4537543613749385
17512,伏见美昭,1708,1,0.3504324916344308
17513,佐野佑树,1771,1,0.32853274296453006
17514,何世民,2201,1,0.3501475020639789
17515,何兆伟,546,1,0.7757635301886272
17516,何孝荣,2802,1,0.9165148902476224
17517,何珂,917,1,0.9017542680922255
17518,余毛平,192,3,0.4438119760315164
17519,俞斌,45,1,0.4735777390099232
17520,全飞富,255,4,0.4033303321401174
17521,兰强,647,1,0.36508629211970867
17522,冈特·巴克诺尔,10026,1,0.8143660312600721
17523,刘家怿,591,1,0.3389575291894584
17524,刘文涛,931,2,0.3402481668907382
17525,刘文静,80,1,0.42505011255075104
17526,刘泰远,1690,2,0.43013240098085487
17527,刘珊,1837,1,0.3864958988416766
17528,刘甫,1183,1,0.41235807861710877
17529,刘谱,1008,1,0.6392686591140361
17530,刘道坦,84,1,0.40774960204706334
17531,刘霞,2138,2,0.6138443072559274
17532,刘青龙,1774,1,0.3241484438121305
17533,包宁,1652,1,0.33214212412258376
17534,北川和树,126,3,0.5545678541870237
17535,卜昭強,65,1,0.4629708812129401
17536,卢冰,63,2,0.3510795168540467
17537,印凯欧,889,1,0.44389314194179197
17538,史莱雅·阿南德·帕兰杰普,1491,1,0.48376165589414033
17539,叶健豪,1400,1,0.4425646814009334
17540,叶聪,1127,1,0.35636228405432374
17541,叶阳阳,472,3,0.5155961646955428
17542,吉冈翔平,1032,5,0.4971644596306016
17543,向少卿,1750,4,0.4212115936722373
17544,吴宝强,304,1,0.3312013648795314
17545,吴炳理,630,1,0.554510814381962
17546,吴逸飞,574,2,0.36536301351387757
17547,吴量,1897,1,0.9124822899114349
17548,吴鉴显,422,1,0.3555721063318818
17549,周千寓,1060,2,0.35748674819797155
17550,周忠华,728,1,0.31051287769911873
17551,周慧,308,2,0.368981037503581
17552,周文立,553,4,0.4162602173934301
17553,周曦,1256,1,0.3467309230765917
17554,周永安,325,1,0.4582603516194842
17555,周玉臣,192,1,0.3673128746368976
17556,周竞,1067,1,0.4130640835490596
17557,唐圣元,325,1,0.31778199761343395
17558,唐敏,59,2,0.4807120285591949
17559,喜住祐纪,227,2,0.36019969027582793
17560,塔索·R·M·萨莱斯,385,2,0.32509546461008243
17561,夏秋晖,1340,10,0.48194872856715937
17562,大卫·约翰·扎克,1050,1,0.3578700584775065
17563,姚清清,206,1,0.9140510209375219
17564,姜彦吉,605,1,0.3226161572235316
17565,孙东,542,1,0.3525766361003299
17566,孙威,1046,1,0.40090121777831506
17567,孙江山,301,1,0.46311153268758826
17568,孟祥瑞,1802,1,0.5617153843289892
17569,宁觉晓,1179,1,0.9833759704575422
17570,安藤大吾,1232,1,0.785352657922259
17571,安藤强,875,3,0.4596909667008518
17572,宋小凡,808,1,0.6195181505302162
17573,宋楠楠,66,2,0.7910787052544241
17574,尹向辉,1319,1,0.33515757442833816
17575,崔宰植,745,1,0.8844564151535237
17576,崔开宇,619,1,0.9612809687767957
17577,巫后祥,1557,1,0.3304589868078289
17578,常青,490,2,0.40983133954205975
17579,庄嘉明,1424,2,0.42408092451068036
17580,康二伟,644,1,0.8923494254666463
17581,康哲,735,1,0.31755812921814425
17582,廉宇峰,227,1,0.3748169766588908
17583,弗洛克·杰里米,1057,1,0.8577719656643963
17584,张云霜,315,2,0.4162465868050169
17585,张伦齐,238,1,0.33207631705160917
17586,张凌,21,1,0.8356135162234659
17587,张北海,1645,1,0.4230836406261499
17588,张向东,140,4,0.35856332081189385
17589,张士勇,1214,1,0.3597506569551174
17590,张大鹏,294,2,0.33378673477165405
17591,张子轩,385,1,0.842396058775247
17592,张孟晨,136,1,0.95384518289781
17593,张宇洋,105,2,0.5509818065933464
17594,张少锋,1386,1,0.6245810398571152
17595,张欣石,1169,1,0.31724701173522674
17596,张洪姣,196,1,0.32927188017867176
17597,张笑钦,1330,3,0.3923626605743428
17598,张羽翔,1701,1,0.3725535739108778
17599,张铮,1036,1,0.34630597741571484
17600,彭国辉,185,1,0.42866088922659484
17601,彭琪,833,1,0.41816046731954903
17602,徐天福,745,1,0.3801967201231954
17603,徐广成,2613,1,0.4353277564734671
17604,戎杰杰,245,1,0.3196751599309763
17605,成慧婷,1008,3,0.6616890147354031
17606,戚纯雷,1431,2,0.31928121632914264
17607,房美琦,241,1,0.33673359502757133
17608,文卡特什·拉米雷迪,1620,1,0.3487482076346393
17609,文小强,164,1,0.3358986684375566
17610,易安明,637,1,0.4359326158865222
17611,易定容,1487,3,0.3646649993770228
17612,易茂,206,3,0.3954767849323077
17613,曹月花,549,2,0.6466978396102577
17614,曹潇然,1256,1,0.5060127495965757
17615,曹蕴涛,17,1,0.9324633208410678
17616,曼弗雷德·穆勒,2443,1,0.6411032640369495
17617,朱海海,717,1,0.5211808641682678
17618,李健,17,7,0.43161950253984444
17619,李安培,112,1,0.7137362265002205
17620,李宏宇,756,1,0.30356748261093214
17621,李少愉,167,1,0.37913601620522824
17622,李志国,1172,1,0.6480632967265859
17623,李文渊,1624,1,0.3567750576308128
17624,李源源,101,2,0.35642707730298206
17625,李琬,1855,1,0.750559158426531
17626,李磊,185,10,0.45836666908083973
17627,李胜群,171,1,0.6132881745600519
17628,李诗文,1893,1,0.3249817277236734
17629,来建成,1274,1,0.35966761685249715
17630,杨冬强,1694,1,0.32046075811839314
17631,杨腾飞,1631,1,0.43604971338133836
17632,杨雯,542,3,0.5964593831410062
17633,林宋伟,2366,1,0.4693495363452751
17634,林清芳 CHING-FANG LIN,7361,1,0.31114307955199383
17635,查克拉瓦蒂·马利卡琼·纳古鲁,777,1,0.9551850529731116
17636,梁增智,906,1,0.5124700858784181
17637,梁契宗,1848,1,0.35962738783224674
17638,梁宵月,1316,1,0.5449685070744212
17639,樊平,1473,1,0.45545659009987977
17640,武田英治,630,1,0.3466814046174048
17641,段华旭,1106,1,0.3741254119101341
17642,江绪前,164,2,0.5053758107400467
17643,池上季美果,833,1,0.3499001039856893
17644,汤杰,1813,1,0.5558459108763331
17645,汪超,889,2,0.3792341518260689
17646,汪韩韩,763,2,0.560739486941305
17647,沈硕,2704,2,0.6304139090841294
17648,法比安·贝斯特,605,1,0.6993660665405294
17649,洋·刘,857,1,0.9679402141146067
17650,游越,395,2,0.5359083017946799
17651,潘家保,581,2,0.38379862893793837
17652,潘梦鹞,570,1,0.34693431571960875
17653,熊中刚,3068,1,0.6256299784987155
17654,牛寅,210,1,0.7088216670836969
17655,王一峰,21,4,0.5579286533803173
17656,王伟,189,25,0.5815287064300593
17657,王勐,1074,2,0.3469868258472157
17658,王崇宇,2474,2,0.3285444917861401
17659,王志琴,465,1,0.33364031697046437
17660,王新辉,1284,3,0.46058612078758276
17661,王源隆,294,2,0.5907961144364937
17662,王炜斌,1403,1,0.9483398398996892
17663,王震坡,318,7,0.5782486881672295
17664,王露露,2851,1,0.3838161754519192
17665,王龙杰,392,1,0.34737128840467324
17666,田川晋也,1008,1,0.3285839262419558
17667,田巴罗,1879,1,0.6850993122575466
17668,石田直也,647,1,0.4744929047145021
17669,禄盛,1043,3,0.4652519873063552
17670,秦文闯,336,1,0.4871497019256345
17671,程伟,7,2,0.32183818186664603
17672,程建磊,556,1,0.6329883415193257
17673,程礼华,1960,1,0.5
17674,稻垣博纪,49,1,0.6587223257530906
17675,章健,815,1,0.37921986682032893
17676,罗启元,210,1,0.8822210113438742
17677,罗联镜,742,1,0.33696924125477
17678,耶斯佩尔·布洛姆斯特兰德,1645,1,0.33525692412116886
17679,肖克满,962,2,0.5748478326928407
17680,胡兵兵,1242,1,0.43049011312536983
17681,艾盟,1417,1,0.31252310229355384
17682,苏尼尔·库马尔,854,1,0.32965018113951533
17683,苏程愷,448,2,0.4341891954259399
17684,若林瑞保,381,1,0.3965621447434207
17685,范洺源,91,1,0.3545378357544484
17686,范鹏飞,465,1,0.35684256139116227
17687,葛翔华,1186,1,0.978977069867168
17688,董人菘,1918,1,0.5978639742496707
17689,蒂莫西·温思罗普·金斯伯里,2243,1,0.38291092831649437
17690,蒋楠,682,2,0.6800677346545032
17691,薛波,56,1,0.37563018001629317
17692,藤原健嗣,1246,1,0.3534775480418744
17693,袁理,1844,1,0.3438947839440005
17694,解俊娣,448,1,0.48006664534845095
17695,让-皮埃尔·施佩希特,168,1,0.4595506631168614
17696,谢堂帅,164,1,0.33584135597958553
17697,谢榛,1438,1,0.35512959572309555
17698,谭世威,374,2,0.4148231973392431
17699,谭明奎,259,3,0.5312630144523752
17700,谭秀全,581,3,0.3923838965769839
17701,谭竞扬,38,3,0.42402078992738296
17702,谷豊宏,1697,1,0.47808814180194315
17703,赵基宇,637,1,0.3637849500630805
17704,赵岩,287,1,0.3600728504626762
17705,赵新富,409,1,0.9535677366686564
17706,赵满,528,1,0.4017257017859223
17707,赵红,528,4,0.4661452548753661
17708,赵远,63,3,0.4002516768717841
17709,赵骥,301,4,0.44133363367942396
17710,迈克尔·D·海贝尔,276,1,0.33924950245145885
17711,道吉亞米斯　吉爾吉斯,1896,1,0.31844071616955305
17712,邢壮,24,1,0.9688217211308131
17713,邱恒,707,1,0.45027475835587266
17714,邹永宁,59,1,0.33887168825323616
17715,邹洪彬,1130,1,0.36050528074132515
17716,郑志阳,917,1,0.34030477625610184
17717,郝威,458,6,0.4346389653536537
17718,郭鑫,1365,2,0.34164091417205117
17719,金伦永,1459,1,0.377754892528822
17720,金应焕,721,1,0.3337639522701381
17721,钟宝驹,1256,1,0.6902276439915906
17722,钟炽昌,3649,1,0.36357174846708534
17723,长谷川文大,605,1,0.9395087571921832
17724,阮雨,2054,1,0.41568960644866726
